,UMAP1,UMAP2,UMAP3,esg_rating,ticker,dividend_yield,dividend_yield_qtl,quality_score,quality_score_qtl,carbon_intensity,carbon_intensity_qtl,aum_qtl,aum,investment_strategy,asset_class,asset_region,subsegment,grade
784,17.036642,17.36475,6.949606,BBB,BSJN,,Q4,5.7,Q1,114.79,Q2,Q4,596700000.0,standard,fixed_income,us,corporate,B
785,13.367803,9.53285,-2.4348457,A,PNQI,0.12,Q1,5.84,Q2,13.93,Q1,Q4,596270000.0,standard,equity,us,not_specified,B
786,11.576663,11.207174,-1.7157043,BBB,REMX,0.88,Q1,5.36,Q1,367.3,Q4,Q4,594280000.0,standard,equity,global,not_specified,
787,15.416396,13.029896,1.1427132,AA,DWM,4.48,Q4,7.5,Q4,144.8,Q3,Q4,594280000.0,standard,equity,dev_markets,total_market,
788,8.771378,12.1498,2.2011895,BB,PFFA,,Q4,3.64,Q1,147.36,Q3,Q4,593280000.0,leveraged,fixed_income,us,corporate,
789,16.52205,15.884177,8.378704,A,PREF,,Q4,6.7,Q3,414.51,Q4,Q4,588840000.0,standard,fixed_income,global,corporate,
790,4.782715,14.930209,-4.9800334,,BUFD,,Q4,,Q4,,Q4,Q4,586320000.0,standard,equity,us,large_cap,
791,9.932983,6.886998,7.660581,A,UYG,,Q4,5.98,Q2,39.57,Q1,Q4,585720000.0,leveraged,equity,us,not_specified,
792,2.7363331,14.605678,3.204695,A,GSST,,Q4,6.57,Q3,102.59,Q2,Q3,584960000.0,standard,fixed_income,us,broad_based,A
793,18.012146,8.732126,14.276874,A,IGE,3.69,Q4,6.59,Q3,445.13,Q4,Q3,584770000.0,standard,equity,america_wo_us,not_specified,A
794,4.735812,14.894249,-5.11204,,PAUG,,Q4,,Q4,,Q4,Q3,584210000.0,standard,equity,us,large_cap,
795,6.2785044,9.60904,-7.4851084,A,ACIO,1.56,Q2,6.62,Q3,159.6,Q3,Q3,582220000.0,standard,equity,us,large_cap,B
796,12.3612995,9.396037,-2.1904325,A,FXZ,2.28,Q3,6.17,Q2,560.2,Q4,Q3,580400000.0,standard,equity,us,not_specified,B
797,12.239198,8.958725,-1.2708482,,NYF,,Q4,,Q4,,Q4,Q3,580140000.0,standard,fixed_income,us,not_specified,A
798,14.709109,12.818288,0.7489189,A,KOKU,1.98,Q3,6.94,Q4,127.43,Q2,Q3,575980000.0,standard,equity,dev_markets,total_market,B
799,14.6887665,5.235432,1.5431685,,IBMM,,Q4,,Q4,,Q4,Q3,575440000.0,standard,fixed_income,us,government,A
800,4.0350256,2.2642953,11.898894,AA,FLGB,3.73,Q4,7.97,Q4,93.84,Q2,Q3,575250000.0,standard,equity,europe,total_market,A
801,11.438104,10.382096,-1.7252877,BBB,BLOK,0.95,Q1,5.29,Q1,137.39,Q3,Q3,574540000.0,standard,equity,global,not_specified,B
802,18.024406,8.744485,14.289273,A,NANR,3.22,Q4,6.68,Q3,379.84,Q4,Q3,574380000.0,standard,equity,america_wo_us,not_specified,A
803,14.788205,5.196672,1.6143212,BBB,AGZ,,Q4,4.54,Q1,511.14,Q4,Q3,571100000.0,standard,fixed_income,us,government,A
804,14.718694,5.2384777,1.5714247,,JMUB,,Q4,,Q4,,Q4,Q3,569750000.0,standard,fixed_income,us,government,A
805,9.536806,16.459492,7.1763673,A,DRSK,,Q4,6.65,Q3,226.62,Q3,Q3,569540000.0,standard,asset_allocation,us,not_specified,
806,15.514714,13.109218,1.1497397,AA,LCTD,3.09,Q4,8.07,Q4,85.71,Q2,Q3,568300000.0,standard,equity,dev_markets,low carbon,B
807,13.887255,8.642475,16.407995,,KRBN,,Q4,,Q4,,Q4,Q3,567920000.0,standard,commodities,global,not_specified,F
808,9.811045,9.01791,-3.5124342,A,IQDF,5.78,Q4,7.07,Q4,229.26,Q3,Q3,566650000.0,standard,equity,global,total_market,C
809,13.875816,4.4705415,-1.0152683,A,ONEV,1.97,Q3,6.68,Q3,197.91,Q3,Q3,565080000.0,standard,equity,us,large_cap,A
810,4.770815,14.8862705,-5.1173368,,PMAY,,Q4,,Q4,,Q4,Q3,562500000.0,standard,equity,us,large_cap,
811,2.5402977,15.570301,3.7566411,,JPIE,,Q4,,Q4,,Q4,Q3,561700000.0,standard,fixed_income,global,broad_based,
812,2.7317557,14.571084,3.1733062,A,ULST,,Q4,6.16,Q2,240.95,Q4,Q3,561420000.0,standard,fixed_income,us,broad_based,A
813,14.703946,5.2381496,1.5466652,,TUA,,Q4,,Q4,,Q4,Q3,559110000.0,standard,fixed_income,us,government,A
814,2.7189672,14.591703,3.1934824,A,ILTB,,Q4,5.91,Q2,460.57,Q4,Q3,556980000.0,standard,fixed_income,us,broad_based,A
815,-6.484061,9.56012,0.076717265,A,PDN,3.16,Q4,6.03,Q2,179.21,Q3,Q3,556420000.0,standard,equity,dev_markets,extended_market,D
816,6.222691,9.548215,-7.5427465,A,CFA,1.83,Q2,6.65,Q3,219.95,Q3,Q3,555520000.0,standard,equity,us,large_cap,B
817,15.820303,4.990723,3.0491834,,TLTW,,Q4,,Q4,,Q4,Q3,553550000.0,standard,fixed_income,us,government,
818,16.977736,16.810663,7.6322465,BBB,PHB,,Q4,5.67,Q1,277.78,Q4,Q3,553540000.0,standard,fixed_income,us,corporate,C
819,14.015904,4.746465,-0.85140544,A,FDLO,1.84,Q2,6.66,Q3,143.12,Q3,Q3,553130000.0,standard,equity,us,large_cap,A
820,11.990423,8.623903,-1.5581937,A,RSPN,1.44,Q2,,Q4,,Q4,Q3,551960000.0,standard,equity,us,not_specified,A
821,12.379244,9.399294,-2.1804407,A,FXN,3.66,Q4,6.84,Q4,421.36,Q4,Q3,550650000.0,standard,equity,us,not_specified,B
822,11.611046,5.645406,-2.3951235,A,VUSE,1.71,Q2,6.57,Q3,115.62,Q2,Q3,549540000.0,standard,equity,us,total_market,
823,14.683856,12.81905,0.74286836,A,TLTD,3.4,Q4,7.03,Q4,156.76,Q3,Q3,548740000.0,standard,equity,dev_markets,total_market,B
824,5.759755,11.18776,11.544501,BBB,EEMA,2.23,Q3,5.63,Q1,300.34,Q4,Q3,548380000.0,standard,equity,asia_pacific_wo_brics,total_market,C
825,11.520567,6.0118365,12.024514,A,RLY,,Q4,6.55,Q3,594.56,Q4,Q3,548240000.0,standard,alternatives,global,not_specified,
826,12.750256,5.6391354,-0.92862606,A,VFVA,3.01,Q3,5.88,Q2,192.61,Q3,Q3,548100000.0,standard,equity,us,total_market,A
827,14.667505,12.809135,0.7656991,A,FDRR,3.53,Q4,6.82,Q3,143.35,Q3,Q3,547920000.0,standard,equity,dev_markets,total_market,A
828,9.362002,-4.1689725,2.1815674,A,IMCV,2.64,Q3,6.64,Q3,325.04,Q4,Q3,546080000.0,standard,equity,us,mid_cap,A
829,11.958547,8.476498,-1.5397692,A,XNTK,0.75,Q1,6.99,Q4,24.72,Q1,Q3,544110000.0,standard,equity,us,not_specified,A
830,12.317035,9.397273,-2.1698415,A,FCG,3.44,Q4,6.16,Q2,446.63,Q4,Q3,540660000.0,standard,equity,us,not_specified,B
831,11.138011,7.458388,-4.5735855,A,TMFC,0.76,Q1,6.53,Q3,54.57,Q1,Q3,540150000.0,standard,equity,us,total_market,B
832,4.797973,14.743261,-5.2434382,,FAUG,,Q4,,Q4,,Q4,Q3,534640000.0,standard,equity,us,large_cap,
833,4.7931027,14.8556385,-4.908262,,SSUS,,Q4,,Q4,,Q4,Q3,534050000.0,standard,equity,us,large_cap,
834,5.8298435,11.147815,11.590366,BBB,EIDO,3.78,Q4,5.62,Q1,420.48,Q4,Q3,533160000.0,standard,equity,asia_pacific_wo_brics,total_market,B
835,15.6758585,5.0748396,2.9273129,,SMMU,,Q4,,Q4,,Q4,Q3,532920000.0,standard,fixed_income,us,government,
836,12.781632,5.644524,-0.85891926,A,FNDB,2.3,Q3,6.38,Q2,157.92,Q3,Q3,531800000.0,standard,equity,us,total_market,A
837,15.215835,7.691618,5.9890604,,BBEM,2.75,Q3,,Q4,,Q4,Q3,530950000.0,standard,equity,emerg_markets,total_market,
838,4.7038856,14.682554,-5.287287,,PSEP,,Q4,,Q4,,Q4,Q3,529200000.0,standard,equity,us,large_cap,
839,11.965628,8.525402,-1.5102664,A,RSPD,1.73,Q2,,Q4,,Q4,Q3,527210000.0,standard,equity,us,not_specified,A
840,2.3213744,15.361754,3.1141312,A,USTB,,Q4,6.09,Q2,274.21,Q4,Q3,524000000.0,standard,fixed_income,us,broad_based,B
841,14.099523,4.7810936,-0.8712722,A,FVAL,2.02,Q3,6.37,Q2,114.83,Q2,Q3,523490000.0,standard,equity,us,large_cap,A
842,14.058852,4.7504907,-0.8669704,A,SFY,1.5,Q2,6.59,Q3,138.49,Q3,Q3,523360000.0,standard,equity,us,large_cap,A
843,3.2976859,9.412239,10.88221,AA,DWX,4.94,Q4,7.32,Q4,369.18,Q4,Q3,522970000.0,standard,equity,global,high_dividend_yield,B
844,4.606035,14.809001,15.857423,,UUP,,Q4,,Q4,,Q4,Q3,521690000.0,standard,currency,dev_markets,not_specified,
845,12.237795,9.208431,-1.8656458,A,RSPG,4.45,Q4,,Q4,,Q4,Q3,521430000.0,standard,equity,us,not_specified,
846,15.786495,5.003934,3.0049353,,XONE,,Q4,,Q4,,Q4,Q3,521200000.0,standard,fixed_income,us,government,
847,15.5611515,13.066119,1.0991812,AA,JHMD,3.23,Q4,7.7,Q4,129.32,Q2,Q3,519210000.0,standard,equity,dev_markets,total_market,B
848,8.3641,7.1731687,6.740914,A,EWS,3.9,Q4,6.82,Q3,97.27,Q2,Q3,518080000.0,standard,equity,brics,total_market,B
849,15.091867,13.246951,1.219515,AA,LVHI,5.46,Q4,7.17,Q4,285.88,Q4,Q3,518020000.0,standard,equity,dev_markets,total_market,D
850,15.583376,12.997805,1.0583287,AA,DOL,4.4,Q4,7.66,Q4,121.7,Q2,Q3,517550000.0,standard,equity,dev_markets,large_cap,B
851,12.777889,5.660421,-0.8604668,A,EUSA,1.8,Q2,6.5,Q3,196.26,Q3,Q3,517490000.0,standard,equity,us,total_market,A
852,6.412144,11.78762,-6.9192452,A,VOTE,1.55,Q2,6.65,Q3,124.26,Q2,Q3,516880000.0,standard,equity,us,large_cap,
853,12.746171,5.7067113,-0.85447747,,DFSU,1.44,Q2,,Q4,,Q4,Q3,516000000.0,standard,equity,us,total_market,A
854,14.807043,13.123166,1.2746409,A,FDT,3.48,Q4,6.76,Q3,370.69,Q4,Q3,515050000.0,standard,equity,dev_markets,total_market,F
855,14.710722,5.2168584,1.5621085,,MEAR,,Q4,,Q4,,Q4,Q3,514180000.0,standard,fixed_income,us,government,A
856,12.489752,9.253348,-1.0524513,A,ACES,0.96,Q1,6.96,Q4,173.65,Q3,Q3,511830000.0,standard,equity,us,not_specified,
857,4.7765803,14.943611,-5.03093,,PFEB,,Q4,,Q4,,Q4,Q3,511280000.0,standard,equity,us,large_cap,
858,15.20107,7.7708797,5.9372783,A,EMCR,2.39,Q3,5.85,Q2,152.66,Q3,Q3,505780000.0,standard,equity,emerg_markets,not_specified,
859,12.163973,9.23837,-2.1775818,A,TPYP,5.56,Q4,6.75,Q3,780.19,Q4,Q3,502000000.0,standard,equity,us,not_specified,
860,15.277618,7.58145,5.631847,BBB,EMQQ,0.43,Q1,5.44,Q1,49.41,Q1,Q3,501060000.0,standard,equity,emerg_markets,not_specified,C
861,4.840627,14.776737,-5.109171,,FJUN,,Q4,,Q4,,Q4,Q3,500860000.0,standard,equity,us,large_cap,
862,2.2557826,14.864834,3.5273566,A,JCPI,,Q4,,Q4,,Q4,Q3,497200000.0,standard,fixed_income,us,broad_based,
863,11.581045,9.3839245,-1.6213489,BBB,KIE,1.92,Q2,4.63,Q1,2.67,Q1,Q3,496070000.0,standard,equity,us,not_specified,A
864,15.691774,5.1173205,2.9118967,,IBMN,,Q4,,Q4,,Q4,Q3,494360000.0,standard,fixed_income,us,government,
865,9.276555,-4.1151843,2.1620593,A,RWK,1.49,Q2,6.07,Q2,165.73,Q3,Q3,492970000.0,standard,equity,us,mid_cap,A
866,9.19911,10.548873,-1.0281895,A,IRBO,0.92,Q1,6.1,Q2,30.94,Q1,Q3,491730000.0,standard,equity,global,not_specified,D
867,12.164471,11.629412,-2.258264,A,BBH,0.77,Q1,6.66,Q3,13.59,Q1,Q3,491190000.0,standard,equity,global,not_specified,
868,12.159719,11.73739,-2.316696,A,METV,0.87,Q1,6.33,Q2,21.06,Q1,Q3,490450000.0,standard,equity,global,not_specified,
869,9.834683,6.5951133,7.4760537,A,NUGT,,Q4,6.2,Q2,283.82,Q4,Q3,490240000.0,leveraged,equity,global,not_specified,
870,2.3255725,15.355031,3.1201687,A,GCOR,,Q4,5.89,Q2,278.95,Q4,Q3,486220000.0,standard,fixed_income,us,broad_based,B
871,4.171439,5.9725785,7.1848803,BBB,GSSC,1.56,Q2,5.17,Q1,144.39,Q3,Q3,484770000.0,standard,equity,us,small_cap,B
872,14.045955,4.8156753,-0.82907176,A,JAVA,2.32,Q3,6.27,Q2,246.08,Q4,Q3,483150000.0,standard,equity,us,large_cap,A
873,2.6639054,15.586229,3.8539915,A,AVIG,,Q4,6.46,Q3,406.59,Q4,Q3,480290000.0,standard,fixed_income,global,broad_based,
874,15.544299,12.306589,0.76646274,AA,DMXF,2.49,Q3,8.07,Q4,65.54,Q1,Q3,479180000.0,standard,equity,dev_markets,total_market,A
875,15.542201,5.4991403,3.8259428,A,WIP,,Q4,5.77,Q2,1.6,Q1,Q3,478890000.0,standard,fixed_income,global,government,C
876,13.9820385,4.635291,-0.963507,A,JPUS,2.76,Q3,6.54,Q3,358.56,Q4,Q3,478470000.0,standard,equity,us,large_cap,A
877,14.046467,4.7175274,-0.88810927,A,GSEW,1.89,Q2,6.6,Q3,193.38,Q3,Q3,477300000.0,standard,equity,us,large_cap,A
878,14.416872,12.838917,0.68310285,A,AIQ,0.93,Q1,6.91,Q4,20.98,Q1,Q3,476860000.0,standard,equity,dev_markets,not_specified,
879,15.4587555,12.902999,1.0669312,AA,BKIE,3.02,Q3,7.71,Q4,115.68,Q2,Q3,475870000.0,standard,equity,dev_markets,large_cap,
880,11.523665,6.0562725,12.076944,A,MNA,,Q4,5.72,Q1,113.97,Q2,Q3,474480000.0,standard,alternatives,global,not_specified,
881,12.464161,10.027296,-2.52036,A,IDRV,0.75,Q1,5.98,Q2,80.36,Q2,Q3,474150000.0,standard,equity,global,not_specified,B
882,12.145968,9.112055,-2.0966017,A,FMAT,2.02,Q3,6.59,Q3,590.51,Q4,Q3,474140000.0,standard,equity,us,not_specified,
883,11.64067,9.012725,13.988759,BBB,TZA,,Q4,5.21,Q1,1.6,Q1,Q3,473300000.0,inverse,equity,us,small_cap,
884,4.779005,14.828684,-5.056931,,FMAY,,Q4,,Q4,,Q4,Q3,472440000.0,standard,equity,us,large_cap,
885,12.301309,9.593194,-2.339679,A,GII,3.51,Q4,7.13,Q4,888.85,Q4,Q3,470930000.0,standard,equity,global,not_specified,B
886,11.616587,9.052196,13.939219,A,SDOW,,Q4,5.72,Q1,,Q4,Q3,470660000.0,inverse,equity,us,large_cap,
887,10.541031,13.1103945,3.3992305,BBB,FEM,5.63,Q4,4.67,Q1,730.52,Q4,Q3,465860000.0,standard,equity,emerg_markets,total_market,F
888,2.2510784,14.896094,3.60788,,PCRB,,Q4,,Q4,,Q4,Q3,464450000.0,standard,fixed_income,us,broad_based,
889,2.7313104,14.569964,3.17606,,YEAR,,Q4,,Q4,,Q4,Q3,462720000.0,standard,fixed_income,us,broad_based,A
890,14.906519,5.7128286,2.8257012,,MMIT,,Q4,,Q4,,Q4,Q3,462410000.0,standard,fixed_income,us,government,B
891,14.691381,5.2426286,1.5413202,,IBML,,Q4,,Q4,,Q4,Q3,457640000.0,standard,fixed_income,us,government,A
892,14.883197,5.761738,2.8523457,,JUCY,,Q4,,Q4,,Q4,Q3,457210000.0,standard,fixed_income,us,government,B
893,4.00927,2.235503,11.9162035,AA,SPEU,2.97,Q3,7.79,Q4,103.17,Q2,Q3,456780000.0,standard,equity,europe,total_market,B
894,4.019443,2.2447283,11.903353,AA,DBEU,2.96,Q3,7.88,Q4,101.05,Q2,Q3,456490000.0,standard,equity,europe,total_market,B
895,2.3020275,14.899886,3.4507082,A,BKAG,,Q4,6.05,Q2,275.15,Q4,Q3,456490000.0,standard,fixed_income,us,broad_based,
896,11.704971,6.478658,12.066243,,VXX,,Q4,,Q4,,Q4,Q3,456460000.0,standard,alternatives,global,other,B
897,10.908249,9.041449,14.467462,A,TBT,,Q4,5.72,Q1,,Q4,Q3,453950000.0,inverse,fixed_income,us,government,
898,6.1569567,11.954013,-7.082042,A,ROUS,2.28,Q3,6.78,Q3,144.5,Q3,Q3,451100000.0,standard,equity,us,large_cap,
899,11.662976,8.99505,13.962143,A,QID,,Q4,5.72,Q1,,Q4,Q3,449560000.0,inverse,equity,us,large_cap,
900,6.2834663,9.639544,-7.4790144,A,NUSI,0.75,Q1,6.71,Q3,47.0,Q1,Q3,448910000.0,standard,equity,us,large_cap,B
901,13.358335,9.492059,-2.4191525,A,AIRR,0.99,Q1,5.86,Q2,136.16,Q3,Q3,447460000.0,standard,equity,us,not_specified,B
902,16.307432,15.726989,8.83023,,CMBS,,Q4,,Q4,,Q4,Q3,446810000.0,standard,fixed_income,us,corporate,B
903,4.692636,14.938209,-5.046586,,DAUG,,Q4,,Q4,,Q4,Q3,446630000.0,standard,equity,us,large_cap,
904,4.1566424,4.816352,7.755474,BBB,XSLV,3.19,Q4,4.64,Q1,70.45,Q2,Q3,446460000.0,standard,equity,us,small_cap,A
905,4.1059904,4.766279,7.6892514,BBB,AVSC,1.65,Q2,5.04,Q1,163.07,Q3,Q3,446400000.0,standard,equity,us,small_cap,A
906,15.581693,13.064879,1.0851605,AA,GSID,2.98,Q3,7.67,Q4,110.6,Q2,Q3,445320000.0,standard,equity,dev_markets,total_market,B
907,9.717132,-4.2451696,2.201454,A,BKMC,1.71,Q2,6.45,Q3,201.79,Q3,Q3,444930000.0,standard,equity,us,mid_cap,
908,15.629177,5.1084538,2.88746,,MLN,,Q4,,Q4,,Q4,Q3,443330000.0,standard,fixed_income,us,government,
909,16.8649,16.942694,7.607399,BBB,CEMB,,Q4,5.44,Q1,585.3,Q4,Q3,440840000.0,standard,fixed_income,emerg_markets,corporate,C
910,9.445866,16.34565,7.1254106,BBB,MDIV,,Q4,4.77,Q1,236.95,Q3,Q3,438560000.0,standard,asset_allocation,us,not_specified,
911,14.996728,5.5394416,2.745835,A,FLGV,,Q4,5.72,Q1,,Q4,Q3,436980000.0,standard,fixed_income,us,government,B
912,12.148787,11.696125,-2.3090856,A,IPAY,0.86,Q1,6.15,Q2,34.53,Q1,Q3,435410000.0,standard,equity,global,not_specified,
913,2.2692182,15.507343,3.6816614,BBB,DIAL,,Q4,5.51,Q1,407.95,Q4,Q3,435270000.0,standard,fixed_income,global,broad_based,B
914,11.694704,11.213321,-2.69244,A,IXG,2.99,Q3,6.8,Q3,23.31,Q1,Q3,434600000.0,standard,equity,global,not_specified,C
915,3.2631648,9.378567,10.962122,AA,DTH,6.11,Q4,7.37,Q4,205.52,Q3,Q3,433510000.0,standard,equity,dev_markets,high_dividend_yield,
916,15.389234,7.6115427,5.4907002,BBB,DFEV,4.51,Q4,5.01,Q1,446.57,Q4,Q3,431850000.0,standard,equity,emerg_markets,total_market,B
917,14.905647,5.722124,2.846139,,FSMB,,Q4,,Q4,,Q4,Q3,431090000.0,standard,fixed_income,us,government,B
918,9.763444,9.064026,-3.5422487,A,TMFG,1.11,Q1,6.85,Q4,91.9,Q2,Q3,430790000.0,standard,equity,global,total_market,C
919,4.745497,14.917849,-5.0631623,,POCT,,Q4,,Q4,,Q4,Q3,430770000.0,standard,equity,us,large_cap,
920,14.276141,12.737456,0.5531599,A,FINX,0.85,Q1,5.93,Q2,9.9,Q1,Q3,430600000.0,standard,equity,dev_markets,not_specified,B
921,3.2681644,9.424513,10.906423,,DIVI,4.15,Q4,,Q4,,Q4,Q3,429840000.0,standard,equity,dev_markets,high_dividend_yield,A
922,4.7534723,14.963231,-5.0569577,,PMAR,,Q4,,Q4,,Q4,Q3,429120000.0,standard,equity,us,large_cap,
923,4.4912767,5.4376535,7.220129,BBB,JPSE,2.09,Q3,5.12,Q1,192.14,Q3,Q3,428950000.0,standard,equity,us,small_cap,
924,15.132152,13.562318,1.4863273,AA,JPIN,4.16,Q4,7.39,Q4,265.63,Q4,Q3,428720000.0,standard,equity,dev_markets,total_market,C
925,11.6882,11.2030115,-2.6345189,A,RING,2.55,Q3,6.48,Q3,380.25,Q4,Q3,425030000.0,standard,equity,global,not_specified,C
926,13.266874,9.592579,-2.3280566,A,IAI,2.51,Q3,6.42,Q3,3.51,Q1,Q3,424980000.0,standard,equity,us,not_specified,B
927,9.690477,8.75453,-1.6968251,AA,NXTG,2.64,Q3,7.33,Q4,53.9,Q1,Q3,424040000.0,standard,equity,global,not_specified,
928,9.123015,9.953263,-1.2718875,AA,ROBT,0.66,Q1,7.27,Q4,22.9,Q1,Q3,423480000.0,standard,equity,global,not_specified,D
929,9.944446,6.9275055,7.689465,A,ERX,,Q4,6.04,Q2,355.23,Q4,Q3,422320000.0,leveraged,equity,us,not_specified,
930,10.472289,8.194765,-3.832568,,GXUS,,Q4,,Q4,,Q4,Q3,419470000.0,standard,equity,global,total_market,
931,4.7551484,14.819409,-4.8349447,,FNOV,,Q4,,Q4,,Q4,Q3,417550000.0,standard,equity,us,large_cap,
932,14.745249,5.221834,1.6058414,,MMIN,,Q4,,Q4,,Q4,Q3,416930000.0,standard,fixed_income,us,government,A
933,11.421845,9.958508,-1.7538284,BBB,PEJ,0.81,Q1,5.57,Q1,124.06,Q2,Q3,416870000.0,standard,equity,us,not_specified,B
934,6.3081045,11.825796,-6.9699793,A,CSM,1.74,Q2,6.68,Q3,162.15,Q3,Q3,416370000.0,standard,equity,us,large_cap,
935,4.7813334,14.95107,-5.1694055,,BALT,,Q4,,Q4,,Q4,Q3,413120000.0,standard,equity,us,large_cap,
936,4.0636463,4.7251143,7.72201,BBB,ISCG,0.69,Q1,5.39,Q1,87.91,Q2,Q3,412810000.0,standard,equity,us,small_cap,A
937,10.074519,-4.322381,2.2074103,A,PTMC,,Q4,5.91,Q2,153.71,Q3,Q3,412740000.0,standard,equity,us,mid_cap,
938,11.8694,8.6191435,-1.4434427,A,XRT,1.68,Q2,6.15,Q2,21.1,Q1,Q3,408990000.0,standard,equity,us,not_specified,A
939,16.541096,15.6060295,8.567081,A,VCEB,,Q4,6.69,Q3,30.73,Q1,Q3,407350000.0,standard,fixed_income,us,corporate,
940,14.019017,4.7064495,-0.88462865,,JGRO,0.6,Q1,,Q4,,Q4,Q3,406030000.0,standard,equity,us,large_cap,A
941,9.557339,8.794034,-2.0410628,AA,SDG,2.68,Q3,7.4,Q4,133.73,Q3,Q3,405870000.0,standard,equity,global,total_market,C
942,9.340215,9.322515,-3.8628187,A,CCOR,2.14,Q3,6.77,Q3,270.87,Q4,Q3,405520000.0,standard,equity,us,total_market,C
943,4.0583534,4.7067275,7.7463994,BBB,ISCV,2.45,Q3,5.41,Q1,180.21,Q3,Q3,404700000.0,standard,equity,us,small_cap,A
944,16.857233,16.923397,7.6347165,BBB,HYEM,,Q4,4.68,Q1,903.43,Q4,Q3,404460000.0,standard,fixed_income,emerg_markets,corporate,C
945,14.846948,5.7829423,2.8506804,,FMHI,,Q4,,Q4,,Q4,Q3,404190000.0,standard,fixed_income,us,government,B
946,11.958164,8.568934,-1.4875727,A,TECB,0.55,Q1,6.65,Q3,22.81,Q1,Q3,402850000.0,standard,equity,us,not_specified,A
947,15.576291,13.046028,1.0731295,AA,HFXI,2.98,Q3,7.63,Q4,106.38,Q2,Q3,402250000.0,standard,equity,dev_markets,total_market,B
948,11.110988,7.419853,-4.617759,A,AIVL,2.96,Q3,6.6,Q3,214.0,Q3,Q3,401020000.0,standard,equity,us,total_market,B
949,4.611177,14.755968,-5.1057296,,FFEB,,Q4,,Q4,,Q4,Q3,399410000.0,standard,equity,us,large_cap,
950,4.204412,5.938752,7.2025585,BBB,CSB,3.95,Q4,5.27,Q1,303.11,Q4,Q3,397140000.0,standard,equity,us,small_cap,B
951,13.772754,8.809926,16.403913,,AGQ,,Q4,,Q4,,Q4,Q3,394950000.0,leveraged,commodities,global,not_specified,
952,9.246057,10.771871,-0.77759117,,KBWD,13.5,Q4,,Q4,,Q4,Q3,393790000.0,standard,equity,us,not_specified,D
953,4.7980027,14.815446,-5.1588826,,FAPR,,Q4,,Q4,,Q4,Q3,393190000.0,standard,equity,us,large_cap,
954,15.724448,5.0794277,2.968107,,SHYD,,Q4,,Q4,,Q4,Q3,393120000.0,standard,fixed_income,us,government,
955,14.732315,5.2374578,1.6507784,A,DFIP,,Q4,5.72,Q1,,Q4,Q3,392150000.0,standard,fixed_income,us,government,A
956,9.201658,6.8876166,7.1375093,BBB,CWEB,,Q4,,Q4,,Q4,Q3,391850000.0,leveraged,equity,brics,not_specified,
957,16.514097,15.618284,8.629372,A,IBDV,,Q4,6.51,Q3,255.34,Q4,Q3,386370000.0,standard,fixed_income,us,corporate,
958,9.60251,8.936954,-1.925612,AA,EXI,1.91,Q2,7.22,Q4,105.86,Q2,Q3,385870000.0,standard,equity,global,not_specified,C
959,14.75053,5.2155,1.6433916,BBB,SCHQ,,Q4,5.7,Q1,1.6,Q1,Q3,384420000.0,standard,fixed_income,us,government,A
960,1.6018249,15.431927,4.1638556,A,VBND,,Q4,5.76,Q2,476.6,Q4,Q3,383270000.0,standard,fixed_income,us,broad_based,C
961,7.446388,8.599711,5.59094,BB,KBA,2.45,Q3,4.2,Q1,278.11,Q4,Q3,382890000.0,standard,equity,brics,total_market,
962,4.802365,14.851667,-5.062681,,FJUL,,Q4,,Q4,,Q4,Q3,382390000.0,standard,equity,us,large_cap,
963,16.470894,15.663801,8.557111,A,BBHY,,Q4,,Q4,,Q4,Q3,382360000.0,standard,fixed_income,us,corporate,
964,6.1356106,9.347392,-7.664989,A,IQSU,1.4,Q2,7.04,Q4,73.35,Q2,Q3,382300000.0,standard,equity,us,large_cap,B
965,15.135009,7.9365783,5.6468773,,EEMS,2.98,Q3,,Q4,,Q4,Q3,381280000.0,standard,equity,emerg_markets,small_cap,D
966,9.482408,-4.2072225,2.1894686,AA,NUMG,0.46,Q1,7.66,Q4,49.83,Q1,Q3,379990000.0,standard,equity,us,mid_cap,A
967,10.527483,8.016381,-4.015029,A,VIDI,6.14,Q4,6.28,Q2,228.48,Q3,Q3,379580000.0,standard,equity,global,total_market,
968,14.891062,5.735391,2.821265,,HMOP,,Q4,,Q4,,Q4,Q3,378800000.0,standard,fixed_income,us,government,B
969,12.175395,11.563202,-2.2744708,A,PPH,2.21,Q3,6.79,Q3,18.79,Q1,Q3,378650000.0,standard,equity,global,not_specified,
970,16.567326,15.581042,8.597281,A,IBDW,,Q4,6.56,Q3,358.69,Q4,Q3,375930000.0,standard,fixed_income,us,corporate,
971,11.055067,10.345497,-2.5308146,BBB,DUSA,1.63,Q2,5.16,Q1,60.57,Q1,Q3,375670000.0,standard,equity,us,large_cap,C
972,7.447257,19.101954,8.797862,A,TDSC,,Q4,6.23,Q2,48.97,Q1,Q3,375410000.0,standard,asset_allocation,global,other,
973,6.306135,9.610914,-7.4606194,A,CDL,4.32,Q4,6.9,Q4,629.81,Q4,Q3,375350000.0,standard,equity,us,large_cap,B
974,7.551278,19.265724,8.967854,,YYY,,Q4,,Q4,,Q4,Q3,374770000.0,standard,asset_allocation,global,other,
975,19.704535,15.588514,2.4413493,A,BSCT,,Q4,6.7,Q3,192.06,Q3,Q3,374280000.0,standard,fixed_income,us,corporate,A
