,UMAP1,UMAP2,UMAP3,esg_rating,ticker,dividend_yield,dividend_yield_qtl,quality_score,quality_score_qtl,carbon_intensity,carbon_intensity_qtl,aum_qtl,aum,investment_strategy,asset_class,asset_region,subsegment,grade
1371,16.11417,16.003933,8.53099,,LONZ,,Q4,,Q4,,Q4,Q3,166270000.0,standard,fixed_income,us,corporate,
1372,3.8390603,5.337131,6.7200594,A,ISVL,3.69,Q4,6.75,Q3,164.73,Q3,Q3,166090000.0,standard,equity,dev_markets,small_cap,
1373,4.724347,14.14537,-5.3547096,,PSFF,,Q4,,Q4,,Q4,Q3,165400000.0,standard,equity,us,large_cap,
1374,15.817594,5.0247335,3.0671382,,BSMP,,Q4,,Q4,,Q4,Q3,165360000.0,standard,fixed_income,us,government,
1375,13.721339,8.758291,16.53367,,DBP,,Q4,,Q4,,Q4,Q3,165280000.0,standard,commodities,global,not_specified,
1376,11.512251,6.069561,12.034558,BBB,FMF,,Q4,4.92,Q1,1.6,Q1,Q3,165170000.0,standard,alternatives,global,not_specified,D
1377,9.53023,6.609662,7.725517,,KJUL,,Q4,,Q4,,Q4,Q3,164980000.0,leveraged,equity,us,small_cap,
1378,11.573083,5.700228,-2.4756806,A,PFUT,,Q4,6.74,Q3,55.82,Q1,Q3,164960000.0,standard,equity,us,total_market,
1379,14.568218,12.952292,0.82275134,A,ESGG,2.2,Q3,7.14,Q4,76.23,Q2,Q3,164710000.0,standard,equity,dev_markets,total_market,
1380,4.6163054,14.808403,15.857533,,FXF,,Q4,,Q4,,Q4,Q3,164470000.0,standard,currency,america_wo_us,not_specified,B
1381,4.1850176,5.956431,7.203502,BBB,XSMO,1.01,Q1,5.08,Q1,204.91,Q3,Q3,164460000.0,standard,equity,us,small_cap,B
1382,-6.4266367,9.502669,0.13415603,BBB,ISMD,1.73,Q2,5.51,Q1,120.12,Q2,Q3,164440000.0,standard,equity,us,extended_market,
1383,11.418052,10.002959,-1.7501323,BBB,PTH,0.06,Q1,5.71,Q1,33.34,Q1,Q3,163920000.0,standard,equity,us,not_specified,B
1384,8.715795,12.0894575,2.2354379,BB,FDM,2.21,Q3,4.03,Q1,143.5,Q3,Q3,163360000.0,standard,equity,us,small_cap,C
1385,9.478334,16.39843,7.150989,,CAOS,,Q4,,Q4,,Q4,Q3,163240000.0,standard,asset_allocation,us,not_specified,
1386,10.578974,13.078463,3.4360967,BBB,PIE,3.4,Q4,5.03,Q1,179.71,Q3,Q3,163050000.0,standard,equity,emerg_markets,total_market,F
1387,11.088589,7.372642,-4.6547365,A,FLLV,1.98,Q3,6.97,Q4,188.0,Q3,Q3,163050000.0,standard,equity,us,total_market,B
1388,9.709062,9.092183,-3.5825493,A,DINT,1.9,Q2,7.12,Q4,26.25,Q1,Q3,162690000.0,standard,equity,global,total_market,C
1389,4.5006366,14.407373,-5.236021,,UJUL,,Q4,,Q4,,Q4,Q3,162570000.0,standard,equity,us,large_cap,
1390,4.5382314,14.427282,-5.310214,,BJAN,,Q4,,Q4,,Q4,Q3,162370000.0,standard,equity,us,large_cap,
1391,11.662193,11.892704,-2.0209131,A,GBUY,0.83,Q1,6.44,Q3,121.29,Q2,Q3,161330000.0,standard,equity,global,not_specified,
1392,10.45932,6.849217,7.9501424,,NVDL,,Q4,,Q4,,Q4,Q3,161180000.0,leveraged,equity,us,not_specified,
1393,9.931213,6.9254174,7.641487,A,DFEN,,Q4,5.9,Q2,29.58,Q1,Q3,160160000.0,leveraged,equity,us,not_specified,
1394,10.894952,9.043183,14.47654,A,TBF,,Q4,,Q4,,Q4,Q3,160040000.0,inverse,fixed_income,us,government,
1395,6.2441807,9.781022,-7.459743,A,DGT,2.99,Q3,6.9,Q4,169.23,Q3,Q3,159080000.0,standard,equity,global,large_cap,B
1396,6.095406,11.727603,-6.975403,A,BLES,2.42,Q3,6.85,Q4,266.07,Q4,Q3,158840000.0,standard,equity,global,large_cap,
1397,-6.446265,9.522243,0.11458018,,SMOT,1.78,Q2,,Q4,,Q4,Q3,158730000.0,standard,equity,us,extended_market,
1398,15.399345,7.580675,5.4526186,BBB,DEHP,3.65,Q4,5.32,Q1,301.1,Q4,Q3,158520000.0,standard,equity,emerg_markets,large_cap,B
1399,11.664341,11.25034,-2.710391,A,BATT,1.72,Q2,6.04,Q2,215.33,Q3,Q3,158440000.0,standard,equity,global,not_specified,C
1400,6.2704477,9.552493,-7.502175,A,ONEO,1.97,Q3,6.59,Q3,210.95,Q3,Q3,158320000.0,standard,equity,us,large_cap,B
1401,2.6774662,15.6188965,3.9633462,A,MUSI,,Q4,5.92,Q2,215.44,Q3,Q3,158100000.0,standard,fixed_income,global,broad_based,
1402,12.309277,9.393167,-2.1457043,A,PXE,3.1,Q4,6.11,Q2,455.59,Q4,Q3,157940000.0,standard,equity,us,not_specified,B
1403,9.45582,16.3747,7.0756717,,TUG,,Q4,,Q4,,Q4,Q3,157230000.0,standard,asset_allocation,us,not_specified,
1404,12.437748,9.471623,-2.2556858,A,PYZ,1.64,Q2,6.01,Q2,533.27,Q4,Q3,157090000.0,standard,equity,us,not_specified,B
1405,15.240139,7.605391,5.732518,,DFSE,2.87,Q3,,Q4,,Q4,Q3,156240000.0,standard,equity,emerg_markets,total_market,C
1406,11.629992,9.036239,13.965702,A,SRTY,,Q4,,Q4,,Q4,Q3,156030000.0,inverse,equity,us,small_cap,
1407,4.536332,14.391986,-5.4390945,,DSEP,,Q4,,Q4,,Q4,Q3,156000000.0,standard,equity,us,large_cap,
1408,15.855854,5.0294833,3.0895696,,SCMB,,Q4,,Q4,,Q4,Q3,155940000.0,standard,fixed_income,us,government,
1409,7.421052,19.186106,8.890672,A,DALI,,Q4,6.0,Q2,405.11,Q4,Q3,155630000.0,standard,asset_allocation,global,other,
1410,2.2866938,15.3758,3.0824783,A,GBF,,Q4,6.1,Q2,299.65,Q4,Q3,155570000.0,standard,fixed_income,us,broad_based,B
1411,14.495498,13.025825,0.8679091,,IJAN,,Q4,,Q4,,Q4,Q3,155470000.0,standard,equity,dev_markets,total_market,
1412,7.86823,11.389301,-6.28668,,DVAL,2.83,Q3,,Q4,,Q4,Q3,155300000.0,standard,equity,us,large_cap,C
1413,13.320116,9.533702,-2.3591912,A,IETC,1.06,Q1,7.1,Q4,19.46,Q1,Q3,155180000.0,standard,equity,us,not_specified,B
1414,12.164858,11.587514,-2.2797494,A,RTH,1.21,Q1,6.52,Q3,20.9,Q1,Q3,155180000.0,standard,equity,global,not_specified,
1415,12.127006,11.779587,-2.3049922,A,WTAI,0.41,Q1,6.67,Q3,47.32,Q1,Q3,155130000.0,standard,equity,global,not_specified,
1416,4.720156,14.4532795,-5.020564,,NAPR,,Q4,,Q4,,Q4,Q3,155070000.0,standard,equity,us,large_cap,
1417,6.019996,11.97573,-7.080165,A,OVL,,Q4,6.67,Q3,121.84,Q2,Q3,154910000.0,standard,equity,us,large_cap,
1418,7.7099233,11.397503,-6.464084,A,LRGE,0.61,Q1,7.05,Q4,53.9,Q1,Q3,154550000.0,standard,equity,global,large_cap,C
1419,4.6741524,14.483853,-4.8618436,,GJAN,,Q4,,Q4,,Q4,Q3,154060000.0,standard,equity,us,large_cap,
1420,4.635594,14.454297,-5.272205,,BOCT,,Q4,,Q4,,Q4,Q3,153550000.0,standard,equity,us,large_cap,
1421,7.3827305,19.165833,8.870228,A,GDMA,,Q4,5.72,Q1,212.24,Q3,Q3,153360000.0,standard,asset_allocation,global,other,
1422,4.5491676,14.443591,-5.3996835,,BSEP,,Q4,,Q4,,Q4,Q3,153310000.0,standard,equity,us,large_cap,
1423,11.078719,7.3276916,-4.678395,A,QMOM,1.12,Q1,5.74,Q2,251.82,Q4,Q3,152870000.0,standard,equity,us,total_market,B
1424,11.266949,5.9703155,-2.881525,,ECML,1.81,Q2,,Q4,,Q4,Q3,152790000.0,standard,equity,us,total_market,
1425,11.428156,9.9304285,-1.7546372,BBB,KCE,2.38,Q3,5.08,Q1,3.06,Q1,Q3,152650000.0,standard,equity,us,not_specified,B
1426,12.74154,5.6589,-0.92112726,A,FCPI,2.21,Q3,6.48,Q3,153.49,Q3,Q3,152570000.0,standard,equity,us,total_market,A
1427,15.201102,7.753828,5.9683456,,STXE,3.09,Q4,,Q4,,Q4,Q3,152550000.0,standard,equity,emerg_markets,total_market,
1428,15.488942,5.8293695,4.158623,BBB,FEMB,,Q4,4.98,Q1,2.29,Q1,Q3,152310000.0,standard,fixed_income,emerg_markets,government,C
1429,4.1617565,5.969998,7.1992955,BBB,JSML,0.47,Q1,4.79,Q1,105.42,Q2,Q3,152300000.0,standard,equity,us,small_cap,B
1430,6.1544642,9.418392,-7.6306925,A,FDMO,1.11,Q1,6.39,Q3,92.16,Q2,Q3,152140000.0,standard,equity,us,large_cap,B
1431,4.569828,14.366856,-5.3065124,,APRW,,Q4,,Q4,,Q4,Q3,151460000.0,standard,equity,us,large_cap,
1432,10.154793,6.3015733,7.8580174,,FBGX,,Q4,,Q4,,Q4,Q3,150990000.0,leveraged,equity,us,large_cap,
1433,14.568717,13.082295,0.94710153,A,IVAL,5.14,Q4,7.06,Q4,370.64,Q4,Q3,150920000.0,standard,equity,dev_markets,total_market,C
1434,2.4090645,14.86356,3.3463938,AA,EMNT,,Q4,7.27,Q4,37.34,Q1,Q3,150750000.0,standard,fixed_income,us,broad_based,B
1435,13.352802,9.552118,-2.3835042,A,PRN,0.74,Q1,6.69,Q3,95.83,Q2,Q3,149970000.0,standard,equity,us,not_specified,B
1436,12.462792,9.9120455,-1.3771194,,FCAL,,Q4,,Q4,,Q4,Q3,149840000.0,standard,fixed_income,us,not_specified,C
1437,6.1253867,9.366786,-7.6669564,A,QLC,1.75,Q2,6.65,Q3,146.83,Q3,Q3,149500000.0,standard,equity,us,large_cap,B
1438,6.225614,9.541286,-7.5452833,A,FCTR,1.88,Q2,6.28,Q2,97.46,Q2,Q3,149260000.0,standard,equity,us,large_cap,B
1439,10.54393,6.7572694,8.144262,,KOLD,,Q4,,Q4,,Q4,Q3,149050000.0,inverse,commodities,global,not_specified,
1440,12.120056,11.791328,-2.2874427,A,OGIG,0.16,Q1,,Q4,,Q4,Q3,148320000.0,standard,equity,global,not_specified,
1441,2.2161772,14.933999,3.660709,,LDSF,,Q4,,Q4,,Q4,Q3,148150000.0,standard,fixed_income,us,broad_based,
1442,14.962412,13.150246,1.3257161,AA,MFDX,3.59,Q4,7.3,Q4,180.78,Q3,Q3,147680000.0,standard,equity,dev_markets,total_market,F
1443,11.229199,5.9730096,-2.9003105,,GVLU,2.26,Q3,,Q4,,Q4,Q3,147540000.0,standard,equity,us,total_market,
1444,10.459201,8.170324,-3.8537164,,XCOR,,Q4,,Q4,,Q4,Q3,146930000.0,standard,equity,global,total_market,
1445,9.5152,8.469434,-1.941132,AA,ESGA,,Q4,7.33,Q4,111.76,Q2,Q3,146620000.0,standard,equity,us,large_cap,
1446,9.826724,9.257214,-3.6306593,BBB,SQEW,1.31,Q2,5.66,Q1,245.38,Q4,Q3,146330000.0,standard,equity,global,total_market,C
1447,4.57678,14.434156,-5.375907,,DOCT,,Q4,,Q4,,Q4,Q3,146320000.0,standard,equity,us,large_cap,
1448,5.6079664,10.9844675,11.843765,AA,ENZL,3.56,Q4,7.51,Q4,160.57,Q3,Q3,146170000.0,standard,equity,asia_pacific_wo_brics,total_market,C
1449,5.8791227,11.937445,-7.0267525,A,MSTB,,Q4,6.36,Q2,122.25,Q2,Q3,146040000.0,standard,equity,us,large_cap,
1450,15.873947,4.939694,3.1666975,,BSMN,,Q4,,Q4,,Q4,Q3,145850000.0,standard,fixed_income,us,government,
1451,12.436625,9.650369,-1.0225445,,USNZ,1.5,Q2,,Q4,,Q4,Q3,145800000.0,standard,equity,us,not_specified,
1452,16.985643,17.07075,7.4899325,BBB,HYZD,,Q4,5.44,Q1,230.83,Q3,Q3,145120000.0,standard,fixed_income,us,corporate,
1453,9.374301,9.328745,-3.8814132,A,SIXL,2.61,Q3,5.87,Q2,377.32,Q4,Q3,145100000.0,standard,equity,us,total_market,C
1454,13.091905,10.688893,-2.2243655,AA,JXI,3.6,Q4,7.45,Q4,,Q4,Q3,144710000.0,standard,equity,global,not_specified,
1455,9.572457,8.959465,-1.8891274,AA,TOLZ,4.21,Q4,7.22,Q4,404.09,Q4,Q3,144710000.0,standard,equity,global,not_specified,C
1456,2.3217757,15.364651,3.1120613,,HTAB,,Q4,,Q4,,Q4,Q3,144700000.0,standard,fixed_income,us,broad_based,B
1457,11.598838,6.147799,12.111473,A,WTMF,,Q4,5.72,Q1,,Q4,Q3,144670000.0,standard,alternatives,global,not_specified,C
1458,9.48961,16.414322,7.1779747,A,QDPL,,Q4,6.58,Q3,122.46,Q2,Q3,144130000.0,standard,asset_allocation,us,not_specified,
1459,8.718299,10.472875,-0.9487733,A,JSTC,1.87,Q2,6.79,Q3,37.47,Q1,Q3,143940000.0,standard,equity,global,total_market,D
1460,11.342398,10.484325,-1.5955434,BBB,IDNA,0.54,Q1,5.17,Q1,28.82,Q1,Q3,143720000.0,standard,equity,global,not_specified,B
1461,10.160338,-4.3587627,2.2306004,A,MVV,,Q4,5.89,Q2,153.55,Q3,Q3,143350000.0,leveraged,equity,us,mid_cap,
1462,11.603343,11.578248,-1.6664535,,EIPX,4.88,Q4,,Q4,,Q4,Q3,143190000.0,standard,equity,global,not_specified,
1463,13.633885,8.807694,16.787724,,COMB,,Q4,,Q4,,Q4,Q3,143000000.0,standard,commodities,global,not_specified,B
1464,-6.4948645,9.570872,0.06596304,,TSME,,Q4,,Q4,,Q4,Q3,142910000.0,standard,equity,global,extended_market,
1465,11.157404,7.4353538,-4.608494,A,WTV,1.92,Q2,6.32,Q2,159.63,Q3,Q3,142730000.0,standard,equity,us,total_market,B
1466,13.207221,9.721338,-2.2948081,A,FTXO,4.1,Q4,5.72,Q1,6.96,Q1,Q3,142730000.0,standard,equity,us,not_specified,B
1467,10.058855,-4.3436728,2.1734433,,IQSM,1.75,Q2,,Q4,,Q4,Q3,141690000.0,standard,equity,us,mid_cap,
1468,11.439445,5.8930106,-2.7311628,A,GVIP,0.61,Q1,6.07,Q2,52.75,Q1,Q3,140860000.0,standard,equity,us,total_market,
1469,11.748722,8.915214,13.9663,BBB,FAZ,,Q4,5.44,Q1,1.6,Q1,Q3,140450000.0,inverse,equity,us,not_specified,
1470,10.885174,10.89284,-1.4132458,BBB,SOCL,0.28,Q1,4.75,Q1,9.99,Q1,Q3,140260000.0,standard,equity,global,not_specified,D
1471,9.328458,9.347845,-3.8644104,A,BFOR,1.9,Q2,5.93,Q2,173.5,Q3,Q3,140250000.0,standard,equity,us,total_market,C
1472,7.448124,19.134226,8.829019,A,CLSM,,Q4,6.13,Q2,33.33,Q1,Q3,139880000.0,standard,asset_allocation,global,other,
1473,6.2435193,9.555887,-7.5260324,A,DEUS,2.02,Q3,6.63,Q3,212.64,Q3,Q3,139820000.0,standard,equity,us,large_cap,B
1474,4.579888,14.469463,-5.2658215,,BMAY,,Q4,,Q4,,Q4,Q3,139610000.0,standard,equity,us,large_cap,
1475,13.435714,8.64198,16.566936,,CPER,,Q4,,Q4,,Q4,Q3,139420000.0,standard,commodities,global,not_specified,C
1476,10.063012,-4.339217,2.165015,AA,DIM,4.68,Q4,7.28,Q4,222.2,Q3,Q3,139400000.0,standard,equity,dev_markets,mid_cap,
1477,8.971981,10.624249,-0.87825394,A,GVAL,7.02,Q4,6.88,Q4,457.63,Q4,Q3,139380000.0,standard,equity,global,total_market,D
1478,5.6997986,11.161376,11.5934305,,MINV,0.84,Q1,,Q4,,Q4,Q3,138830000.0,standard,equity,asia_pacific_wo_brics,total_market,
1479,16.973705,17.05293,7.4964504,BBB,HYGH,,Q4,5.26,Q1,280.68,Q4,Q3,138520000.0,standard,fixed_income,us,corporate,
1480,14.827646,13.127727,1.3066267,A,PIZ,2.0,Q3,7.09,Q4,106.62,Q2,Q3,138420000.0,standard,equity,dev_markets,total_market,F
1481,10.30199,8.154867,-1.6142697,AA,SOXQ,1.25,Q1,7.67,Q4,56.78,Q1,Q3,138340000.0,standard,equity,us,not_specified,A
1482,7.3649774,19.156794,8.856417,A,IYLD,,Q4,5.83,Q2,257.1,Q4,Q3,138250000.0,standard,asset_allocation,global,other,
1483,15.256095,13.298163,1.357852,AA,PTIN,2.89,Q3,7.62,Q4,122.05,Q2,Q3,137450000.0,standard,equity,dev_markets,large_cap,
1484,16.918228,16.76248,7.6718907,BBB,GHYG,,Q4,5.47,Q1,243.49,Q4,Q3,136530000.0,standard,fixed_income,dev_markets,corporate,C
1485,15.230139,5.114057,2.7223115,A,GOVZ,,Q4,5.72,Q1,,Q4,Q3,136150000.0,standard,fixed_income,us,government,
1486,14.022568,12.763018,0.7725466,A,IFGL,4.82,Q4,6.65,Q3,67.89,Q2,Q3,136130000.0,standard,equity,dev_markets,other,C
1487,12.462839,9.542622,-1.0949241,,FNGS,,Q4,,Q4,,Q4,Q3,134990000.0,standard,equity,us,not_specified,
1488,4.6222615,14.689079,-5.1886787,,UAPR,,Q4,,Q4,,Q4,Q3,134940000.0,standard,equity,us,large_cap,
1489,9.778729,9.044209,-3.5293956,A,DBAW,2.93,Q3,7.06,Q4,177.49,Q3,Q3,134420000.0,standard,equity,global,total_market,C
1490,9.120973,10.665208,-0.84247386,A,HAP,3.83,Q4,6.71,Q3,412.67,Q4,Q3,134310000.0,standard,equity,global,not_specified,D
1491,13.372981,9.499333,-2.4268248,A,PSCI,0.95,Q1,6.16,Q2,86.94,Q2,Q3,134140000.0,standard,equity,us,not_specified,B
1492,11.679777,8.791463,14.061231,,NRGD,,Q4,,Q4,,Q4,Q3,133950000.0,inverse,equity,us,not_specified,
1493,15.330903,7.721024,5.590099,BBB,HEEM,,Q4,5.54,Q1,321.57,Q4,Q3,133350000.0,standard,equity,emerg_markets,total_market,
1494,4.719305,14.073243,-5.4121494,,QDEC,,Q4,,Q4,,Q4,Q3,133300000.0,standard,equity,us,large_cap,
1495,4.3795867,14.293991,-5.0784006,,UJAN,,Q4,,Q4,,Q4,Q3,133050000.0,standard,equity,us,large_cap,
1496,11.518839,5.680772,-2.5091152,A,HKND,1.76,Q2,6.76,Q3,52.9,Q1,Q3,132990000.0,standard,equity,us,total_market,
1497,4.4647136,14.4047575,-5.1757503,,BAUG,,Q4,,Q4,,Q4,Q3,132240000.0,standard,equity,us,large_cap,
1498,14.548415,13.07522,0.9359046,A,KLDW,1.87,Q2,7.04,Q4,139.67,Q3,Q3,132040000.0,standard,equity,dev_markets,total_market,C
1499,14.448255,13.0204525,0.84916115,,PPIE,3.11,Q4,,Q4,,Q4,Q3,131790000.0,standard,equity,dev_markets,total_market,
1500,7.536787,19.346256,9.033956,A,OCIO,,Q4,6.6,Q3,128.34,Q2,Q3,131690000.0,standard,asset_allocation,global,other,
1501,6.120978,12.154698,-7.222683,A,HEGD,,Q4,6.68,Q3,122.2,Q2,Q3,130680000.0,standard,equity,us,large_cap,
1502,2.2909849,15.360311,3.7934356,,DFSB,,Q4,,Q4,,Q4,Q3,130570000.0,standard,fixed_income,dev_markets,broad_based,
1503,4.413177,2.3645833,11.502269,AA,FSZ,2.83,Q3,7.36,Q4,162.89,Q3,Q3,130470000.0,standard,equity,europe,total_market,F
1504,8.792747,6.964613,7.042418,BBB,BRZU,,Q4,5.07,Q1,241.1,Q4,Q3,130240000.0,leveraged,equity,brics,total_market,
1505,7.9797773,7.230278,6.516298,BBB,PIN,1.45,Q2,5.26,Q1,577.36,Q4,Q3,130150000.0,standard,equity,brics,large_cap,F
1506,4.73613,14.710217,-4.9861484,,GMAR,,Q4,,Q4,,Q4,Q3,130070000.0,standard,equity,us,large_cap,
1507,16.920948,16.20546,7.8265085,,FLRT,,Q4,,Q4,,Q4,Q3,130040000.0,standard,fixed_income,us,corporate,C
1508,4.721861,14.635845,-4.837664,,GMAY,,Q4,,Q4,,Q4,Q3,129660000.0,standard,equity,us,large_cap,
1509,11.1431,7.3973355,-4.6399794,A,MFUS,2.53,Q3,6.54,Q3,119.64,Q2,Q3,129540000.0,standard,equity,us,total_market,B
1510,6.037837,11.771083,-6.9791927,A,FBCV,,Q4,6.32,Q2,272.82,Q4,Q3,129540000.0,standard,equity,global,large_cap,
1511,11.773806,8.900484,13.957299,BBB,DUST,,Q4,4.99,Q1,1.6,Q1,Q3,129300000.0,inverse,equity,global,not_specified,
1512,9.650293,9.357265,-3.7190063,BBB,RYJ,2.44,Q3,5.58,Q1,123.07,Q2,Q3,129270000.0,standard,equity,us,total_market,C
1513,8.311905,7.195434,6.747645,BBB,FLBR,7.66,Q4,4.89,Q1,339.87,Q4,Q3,128580000.0,standard,equity,brics,total_market,C
1514,4.2191734,2.5263546,11.696938,A,IEUS,2.93,Q3,7.04,Q4,122.9,Q2,Q3,128230000.0,standard,equity,europe,small_cap,C
1515,7.7212315,11.392194,-6.430319,A,TEQI,2.81,Q3,6.34,Q2,323.15,Q4,Q3,128150000.0,standard,equity,global,large_cap,C
1516,2.3725915,15.606995,3.943882,,STOT,,Q4,,Q4,,Q4,Q3,127770000.0,standard,fixed_income,global,broad_based,
1517,11.4392,9.901457,-1.7631031,BBB,FRI,3.92,Q4,5.6,Q1,90.3,Q2,Q3,127720000.0,standard,equity,us,not_specified,B
1518,4.717767,14.471859,-4.8815312,,BUFQ,,Q4,,Q4,,Q4,Q3,127640000.0,standard,equity,us,large_cap,
1519,6.141507,12.173711,-7.1952167,A,CHGX,,Q4,6.94,Q4,25.91,Q1,Q3,126860000.0,standard,equity,us,large_cap,
1520,2.4358284,15.597975,3.8604252,,PULT,,Q4,,Q4,,Q4,Q3,126680000.0,standard,fixed_income,global,broad_based,
1521,11.489991,9.853848,-1.7360941,BBB,PPTY,3.92,Q4,5.25,Q1,151.17,Q3,Q3,126590000.0,standard,equity,us,not_specified,
1522,16.970087,17.043344,7.525419,BBB,HYBL,,Q4,5.6,Q1,195.35,Q3,Q3,126350000.0,standard,fixed_income,us,corporate,
1523,4.4143076,14.248068,-5.1063137,,BBLU,,Q4,,Q4,,Q4,Q3,125760000.0,standard,equity,us,large_cap,
1524,13.699661,8.745641,16.529188,,SLVO,,Q4,,Q4,,Q4,Q3,125750000.0,standard,commodities,global,not_specified,
1525,9.9531765,6.9368596,7.739526,A,DIG,,Q4,6.26,Q2,378.94,Q4,Q3,125470000.0,leveraged,equity,us,not_specified,
1526,11.087676,7.378563,-4.65837,A,VSMV,2.1,Q3,6.77,Q3,136.35,Q3,Q3,124720000.0,standard,equity,us,total_market,B
1527,12.149741,9.267084,-2.1799629,A,ENFR,6.08,Q4,6.26,Q2,762.14,Q4,Q3,124690000.0,standard,equity,us,not_specified,
1528,11.560057,9.030593,14.029084,BBB,YANG,,Q4,5.32,Q1,1.6,Q1,Q3,124660000.0,inverse,equity,brics,large_cap,
1529,4.411883,14.408654,-4.9981775,,BJUN,,Q4,,Q4,,Q4,Q3,124330000.0,standard,equity,us,large_cap,
1530,8.437522,11.5411625,1.42218,A,EIS,4.25,Q4,5.96,Q2,97.03,Q2,Q3,124320000.0,standard,equity,mid_east,total_market,C
1531,2.3715239,15.582497,3.905879,,BINC,,Q4,,Q4,,Q4,Q3,124200000.0,standard,fixed_income,global,broad_based,
1532,11.873474,10.040066,-2.01804,BBB,SLX,4.06,Q4,5.44,Q1,717.74,Q4,Q3,123680000.0,standard,equity,global,not_specified,
1533,9.766263,9.018789,-3.422086,AA,GLOF,2.56,Q3,,Q4,,Q4,Q3,123540000.0,standard,equity,global,total_market,C
1534,15.262957,5.136358,2.751202,A,TIPZ,,Q4,5.72,Q1,,Q4,Q3,123050000.0,standard,fixed_income,us,government,
1535,4.284743,5.176295,6.9634237,,HAPS,1.12,Q1,,Q4,,Q4,Q3,122670000.0,standard,equity,us,small_cap,
1536,7.340082,19.162868,8.872408,A,TRTY,,Q4,5.82,Q2,379.49,Q4,Q3,122610000.0,standard,asset_allocation,global,other,
1537,11.294624,8.932908,14.305722,,TSLQ,,Q4,,Q4,,Q4,Q3,122470000.0,inverse,equity,us,other,
1538,11.482585,10.095574,-1.4861699,BBB,MJUS,8.66,Q4,4.69,Q1,34.02,Q1,Q3,122290000.0,standard,equity,us,not_specified,D
1539,7.4754043,19.051996,8.748349,A,TDSB,,Q4,5.92,Q2,101.95,Q2,Q3,122270000.0,standard,asset_allocation,global,other,
1540,9.839367,6.6485076,7.476842,,GDXU,,Q4,,Q4,,Q4,Q3,121470000.0,leveraged,equity,global,not_specified,
1541,2.3250682,15.445855,4.0331907,BBB,SPSK,,Q4,4.38,Q1,,Q4,Q3,121350000.0,standard,fixed_income,global,broad_based,
1542,7.4856987,19.229898,8.925551,,CEFS,,Q4,,Q4,,Q4,Q3,121090000.0,standard,asset_allocation,global,other,
1543,15.114483,13.538205,1.4749504,AA,RFDI,4.05,Q4,7.62,Q4,106.57,Q2,Q3,121060000.0,standard,equity,dev_markets,total_market,C
1544,-6.4302135,9.506233,0.1305783,BBB,FSMD,1.62,Q2,5.5,Q1,151.91,Q3,Q3,120600000.0,standard,equity,us,extended_market,B
1545,4.437801,14.221419,-5.1763883,,SRHQ,1.07,Q1,,Q4,,Q4,Q3,120260000.0,standard,equity,us,large_cap,
1546,8.247823,7.2403913,6.7589293,BBB,NFTY,1.52,Q2,4.82,Q1,654.34,Q4,Q3,119930000.0,standard,equity,brics,large_cap,
1547,16.889376,17.115139,7.514697,BBB,HYHG,,Q4,5.04,Q1,386.4,Q4,Q3,119620000.0,standard,fixed_income,us,corporate,
1548,5.922749,12.010322,-7.1035876,A,AESR,,Q4,6.68,Q3,60.58,Q1,Q3,119410000.0,standard,equity,us,large_cap,
1549,16.514822,16.126362,7.958659,AA,PICB,,Q4,7.51,Q4,107.69,Q2,Q3,119120000.0,standard,fixed_income,dev_markets,corporate,C
1550,11.948777,11.816314,-2.1446955,A,EDOC,0.2,Q1,5.98,Q2,14.91,Q1,Q3,119080000.0,standard,equity,global,not_specified,
1551,11.736738,8.8966675,13.9890375,BBB,DRV,,Q4,5.29,Q1,1.6,Q1,Q3,119000000.0,inverse,equity,us,not_specified,
1552,13.156134,10.7492895,-2.2825267,A,BETZ,1.29,Q1,6.5,Q3,34.96,Q1,Q3,118850000.0,standard,equity,global,not_specified,
1553,5.82219,11.15331,11.529581,BBB,SCJ,2.68,Q3,5.29,Q1,139.22,Q3,Q3,118590000.0,standard,equity,asia_pacific_wo_brics,small_cap,B
1554,15.228964,5.1276817,2.6969135,A,IBTI,,Q4,5.72,Q1,,Q4,Q3,118540000.0,standard,fixed_income,us,government,
1555,3.3689373,9.41851,10.797925,A,DEW,5.12,Q4,6.69,Q3,304.29,Q4,Q3,118030000.0,standard,equity,global,high_dividend_yield,C
1556,16.133137,15.98111,8.527437,,BSCW,,Q4,,Q4,,Q4,Q3,117430000.0,standard,fixed_income,us,corporate,
1557,16.48021,15.721182,8.364378,A,HYXF,,Q4,6.0,Q2,144.54,Q3,Q3,117330000.0,standard,fixed_income,us,corporate,
1558,11.779298,8.885275,13.956925,BBB,TECS,,Q4,5.31,Q1,1.6,Q1,Q3,117270000.0,inverse,equity,us,not_specified,F
1559,18.000996,8.722293,14.266196,BBB,EPU,4.81,Q4,4.73,Q1,254.87,Q4,Q3,116880000.0,standard,equity,america_wo_us,total_market,D
1560,9.298698,9.332559,-3.8287804,A,AIEQ,1.36,Q2,6.79,Q3,62.95,Q1,Q3,116800000.0,standard,equity,us,total_market,C
1561,15.3427305,5.1157413,2.7509055,A,GTIP,,Q4,5.72,Q1,1.6,Q1,Q3,116560000.0,standard,fixed_income,us,government,
1562,13.332966,9.583456,-2.383964,A,PSL,1.6,Q2,6.02,Q2,50.25,Q1,Q3,116450000.0,standard,equity,us,not_specified,B
